id	time	lesion_area	leaf_area	ichloro_sum	x	y
SM1_103	7	0	22990	22862.704479083386	1113.0	690.0
SM1_104	7	0	24654	24402.548522825346	1293.0	687.0
SM1_105	7	0	27602	27374.892266952942	1462.5	729.0
SM1_106	7	0	28970	28717.81542697253	1654.5	705.0
SM1_107	7	67	31873	31457.931544411276	1867.5	684.0
SM1_108	7	0	29721	29333.486920612428	2053.5	682.5
SM1_109	7	0	27842	26853.856132363533	97.5	336.0
SM1_110	7	0	28367	27836.931223883345	289.5	352.5
SM1_111	7	570	31081	30007.327926118778	523.5	322.5
SM1_112	7	61	29610	29087.43691196295	736.5	304.5
SM1_113	7	0	33974	33532.52903562142	919.5	340.5
SM1_114	7	0	16343	15948.15003222225	1119.0	333.0
SM1_115	7	0	18674	18172.82498145983	1282.5	339.0
SM1_116	7	0	18885	18549.13146165268	1459.5	348.0
SM1_117	7	0	26354	26060.27176031193	1660.5	372.0
SM1_118	7	0	24934	24360.201067283684	1870.5	349.5
SM1_119	7	0	28536	27975.667535516153	2026.5	336.0
SM363	8	1895	10378	7302.642319492719	108.0	3556.5
SM3_2	8	3260	22508	18211.032399900916	262.5	3565.5
SM3_3	8	3357	17381	12762.155734079724	420.0	3577.5
SM3_4	8	3313	16729	12182.18542720673	595.5	3571.5
SM3_5	8	2276	21187	18111.032750211023	766.5	3555.0
SM3_6	8	1841	18086	14931.917526803132	948.0	3553.5
SM3_7	8	3192	23151	19257.405518975476	1137.0	3511.5
SM3_8	8	3287	16342	12024.830462652291	1305.0	3523.5
SM3_9	8	2306	18350	15192.05451286124	1464.0	3529.5
SM3_10	8	4230	17023	12008.546859338861	1626.0	3526.5
SM3_11	8	2496	14769	11876.640670710587	1803.0	3484.5
SM3_12	8	1220	13484	10917.103135966488	1971.0	3459.0
SM3_13	8	3294	4663	1456.4770300351186	41.5	3351.0
SM3_14	8	5157	14544	8591.64039373917	172.5	3330.0
SM3_15	8	1963	19307	16430.314273808573	364.5	3307.5
SM3_16	8	2969	22368	18365.34737887312	538.5	3297.0
SM3_17	8	2703	20551	16918.703255487108	700.5	3279.0
SM3_18	8	1842	14195	11429.072133067464	864.0	3282.0
SM3_19	8	700	8733	7561.4987045476055	1018.5	3255.0
SM3_20	8	3830	12742	8191.80269093289	1174.5	3246.0
SM3_21	8	1979	14676	11447.316747164372	1366.5	3246.0
SM3_22	8	2127	26412	23812.75054324893	1528.5	3223.5
SM3_23	8	4974	17222	11698.049454968641	1714.5	3183.0
SM3_24	8	4899	22057	16401.568207085304	1918.5	3178.5
SM3_25	8	2488	11882	8782.352492799399	46.0	3055.5
SM3_26	8	2377	14716	11071.951695701926	154.5	3034.5
SM3_27	8	3306	18156	13961.66235152821	307.5	3025.5
SM3_28	8	2971	23510	19941.039796521407	462.0	3010.5
SM3_29	8	2863	12741	9062.159897166684	604.5	3016.5
SM3_30	8	2040	19353	16770.72538519533	780.0	3019.5
SM3_31	8	8	18869	17836.58008221048	960.0	2956.5
SM3_32	8	888	16858	15370.431246522878	1128.0	2977.5
SM3_33	8	1388	16429	14582.158550147873	1287.0	2938.5
SM3_34	8	625	15654	14307.358382508406	1446.0	2929.5
SM3_35	8	0	14849	14136.009145577078	1683.0	2935.5
SM3_36	8	695	23041	21683.01843380787	1864.5	2877.0
SM3_37	8	2164	8418	5384.970933386296	171.0	2770.5
SM3_38	8	183	7530	6689.282081106199	312.0	2767.5
SM3_39	8	1522	8464	6362.464746556909	465.0	2739.0
SM3_40	8	142	10401	9626.189492341327	591.0	2769.0
SM3_41	8	1125	12365	10638.255714304261	732.0	2721.0
SM3_42	8	670	12732	11491.163018741316	888.0	2691.0
SM2_43	8	1071	30491	28848.27505179731	70.0	2104.5
SM2_44	8	1260	28543	26462.52923158795	226.5	2071.5
SM2_45	8	4419	24607	19912.635336571377	397.5	2076.0
SM2_46	8	1464	21751	19783.121567611146	562.5	2092.5
SM2_47	8	2727	21413	18430.58476470402	714.0	2094.0
SM2_48	8	1604	17269	14990.101067574207	886.5	2103.0
SM2_49	8	2208	24351	21539.993964904763	1045.5	2140.5
SM2_50	8	352	22037	21078.696098454177	1198.5	2122.5
SM2_51	8	2082	11829	8719.260092262406	1342.5	2092.5
SM2_52	8	1181	15624	14013.730576666676	1485.0	2083.5
SM2_53	8	1670	17296	15191.007631647655	1636.5	2067.0
SM2_54	8	1249	17719	15652.799952227666	1777.5	2058.0
SM2_55	8	565	17292	16305.385927278121	1942.5	2067.0
SM2_56	8	1930	20371	18129.0656624361	2088.5	2052.0
SM2_57	8	2347	10752	8221.888576436786	50.5	1800.0
SM2_58	8	2630	21401	18460.57039149449	186.0	1779.0
SM2_59	8	2699	17529	14463.816198738554	336.0	1776.0
SM2_60	8	2296	16883	13978.4246085912	462.0	1803.0
SM2_61	8	2219	15736	12770.32514799154	607.5	1797.0
SM2_62	8	4758	17649	12822.37734656322	766.5	1797.0
SM2_63	8	1085	21431	19610.96867452908	934.5	1860.0
SM2_64	8	1762	21293	18923.14331743249	1081.5	1857.0
SM2_65	8	886	17622	15681.422253240566	1234.5	1842.0
SM2_66	8	1476	23451	21599.20866756454	1431.0	1795.5
SM2_67	8	425	18658	17578.722137396242	1584.0	1783.5
SM2_68	8	1538	23127	20987.680804202555	1732.5	1783.5
SM2_69	8	280	23227	22294.176293873687	1921.5	1782.0
SM2_70	8	355	22740	21867.730967215502	2075.0	1773.0
SM2_71	8	2259	10965	8089.847313632575	62.5	1485.0
SM2_72	8	2374	11355	8396.072724564046	192.0	1503.0
SM2_73	8	5298	15349	9522.171484914266	339.0	1492.5
SM2_74	8	3435	14929	10762.825048506844	486.0	1537.5
SM2_75	8	3015	16334	12905.327852977454	649.5	1500.0
SM2_76	8	1203	13851	12031.828157189551	781.5	1533.0
SM2_77	8	1534	26311	24315.581409614395	963.0	1558.5
SM2_78	8	1889	29380	26516.447525093437	1149.0	1564.5
SM2_79	8	1952	27354	25130.493037701573	1345.5	1525.5
SM2_80	8	872	11158	9861.132283037387	1492.5	1513.5
SM2_81	8	1236	10463	8731.05424892598	1615.5	1489.5
SM2_82	8	1272	15936	13995.221689229445	1759.5	1486.5
SM2_83	8	1778	19755	17587.986710178688	1911.0	1491.0
SM2_84	8	703	17708	16263.205410261573	2067.0	1471.5
SM1_85	8	988	22266	20997.177124411264	64.0	1063.5
SM1_86	8	8	30553	30089.627877507282	226.5	1051.5
SM1_87	8	1	23170	22837.546758258966	415.5	1045.5
SM1_88	8	70	32128	31808.305152180645	601.5	1038.0
SM1_89	8	20	32669	32180.01918059702	799.5	1008.0
SM1_90	8	0	18119	18012.800603312837	967.5	1002.0
SM1_91	8	8	28229	27847.882275630385	1117.5	994.5
SM1_92	8	0	24925	24654.94075731643	1336.5	1057.5
SM1_93	8	0	22816	22703.517095272215	1518.0	1053.0
SM1_94	8	0	24732	24540.171116452322	1656.0	1020.0
SM1_95	8	0	19370	19199.400971862113	1917.0	1014.0
SM1_96	8	0	22453	22269.84571575498	2070.0	1041.0
SM1_97	8	80	23035	22495.85401569617	73.0	714.0
SM1_98	8	0	20984	20351.20464613556	205.5	729.0
SM1_99	8	483	28028	27091.169845209402	414.0	696.0
SM1_100	8	2191	28657	26314.781877087844	601.5	675.0
SM1_101	8	45	17133	16744.538080013535	771.0	706.5
SM1_102	8	114	19613	19154.831475923867	954.0	678.0
SM1_103	8	0	23254	23084.6558466211	1113.0	690.0
SM1_104	8	114	24301	23790.709502755795	1293.0	687.0
SM1_105	8	6	27581	27290.19454041904	1462.5	729.0
SM1_106	8	0	28691	28426.50759347754	1654.5	705.0
SM1_107	8	488	31755	30941.6983529803	1867.5	684.0
SM1_108	8	0	29785	29408.98878240253	2053.5	682.5
SM1_109	8	0	27959	26877.04055984644	97.5	336.0
SM1_110	8	74	28409	27745.55207507907	289.5	352.5
SM1_111	8	1687	31422	29454.992167625187	523.5	322.5
SM1_112	8	247	29501	28834.139955748145	736.5	304.5
SM1_113	8	0	33902	33421.264645701165	919.5	340.5
SM1_114	8	1	16329	15809.60048000254	1119.0	333.0
SM1_115	8	88	18511	17835.893271890098	1282.5	339.0
SM1_116	8	0	18639	18267.04670624866	1459.5	348.0
SM1_117	8	0	26444	26138.977915769054	1660.5	372.0
SM1_118	8	67	24979	24278.623813887927	1870.5	349.5
SM1_119	8	0	28697	28204.177984274127	2026.5	336.0
SM363	9	2404	10223	6647.673852656093	108.0	3556.5
SM3_2	9	4512	22866	17169.18799861421	262.5	3565.5
SM3_3	9	5007	17767	11661.228288506696	420.0	3577.5
SM3_4	9	5168	16934	10442.382708669953	595.5	3571.5
SM3_5	9	2658	21437	17849.02608078032	766.5	3555.0
SM3_6	9	2657	18698	14794.755707510882	948.0	3553.5
SM3_7	9	4739	23702	18484.023213085296	1137.0	3511.5
SM3_8	9	4164	16566	11280.405361998242	1305.0	3523.5
SM3_9	9	2852	18672	14780.343410037833	1464.0	3529.5
SM3_10	9	5899	17107	10684.318856514354	1626.0	3526.5
SM3_11	9	3293	15384	11491.82165410615	1803.0	3484.5
SM3_12	9	2057	13702	10514.582454068279	1971.0	3459.0
SM3_13	9	2639	3525	903.1585138738724	41.5	3351.0
SM3_14	9	5945	14274	7342.739691249828	172.5	3330.0
SM3_15	9	2830	19613	15953.511798736337	364.5	3307.5
SM3_16	9	4453	22862	17338.30031013797	538.5	3297.0
SM3_17	9	3423	20418	15896.869459974161	700.5	3279.0
SM3_18	9	2166	14304	11282.290596423287	864.0	3282.0
SM3_19	9	1031	8996	7339.87071429696	1018.5	3255.0
SM3_20	9	5418	13434	7399.3036508436435	1174.5	3246.0
SM3_21	9	3280	15044	10591.135964070303	1366.5	3246.0
SM3_22	9	2844	27024	23642.115869769073	1528.5	3223.5
SM3_23	9	6024	17380	10690.093644570676	1714.5	3183.0
SM3_24	9	6353	22116	15271.500070734732	1918.5	3178.5
SM3_25	9	2628	9980	6671.741845614083	46.0	3055.5
SM3_26	9	3159	14824	9956.372582266826	154.5	3034.5
SM3_27	9	5417	18921	12660.885873472658	307.5	3025.5
SM3_28	9	4314	23844	18946.2311898517	462.0	3010.5
SM3_29	9	3505	12427	8011.700723113436	604.5	3016.5
SM3_30	9	2682	19239	15901.798535291382	780.0	3019.5
SM3_31	9	499	19279	17875.755770256383	960.0	2956.5
SM3_32	9	1431	17064	15062.888792082449	1128.0	2977.5
SM3_33	9	1946	16398	13925.608812772594	1287.0	2938.5
SM3_34	9	1162	15894	14004.357820248006	1446.0	2929.5
SM3_35	9	9	15236	14277.74842465833	1683.0	2935.5
SM3_36	9	1306	23626	21521.355458410366	1864.5	2877.0
SM3_37	9	2826	8171	4465.078433106508	171.0	2770.5
SM3_38	9	379	7522	6309.8388611609735	312.0	2767.5
SM3_39	9	2162	8332	5634.22249399975	465.0	2739.0
SM3_40	9	395	10594	9358.975481773397	591.0	2769.0
SM3_41	9	1401	11807	9770.816202274147	732.0	2721.0
SM3_42	9	1195	12421	10657.294168529712	888.0	2691.0
SM2_43	9	1724	27956	25917.84952740896	70.0	2104.5
SM2_44	9	2816	28261	25037.70251814289	226.5	2071.5
SM2_45	9	6442	24239	17623.685737372292	397.5	2076.0
SM2_46	9	2176	21139	18573.922294923766	562.5	2092.5
SM2_47	9	4837	20675	16086.07084325033	714.0	2094.0
SM2_48	9	2569	16615	13505.617894926278	886.5	2103.0
SM2_49	9	3685	24031	20148.25158970944	1045.5	2140.5
SM2_50	9	577	21385	20165.370173132866	1198.5	2122.5
SM2_51	9	3099	10574	6806.748720919768	1342.5	2092.5
SM2_52	9	1806	15406	13233.574980016007	1485.0	2083.5
SM2_53	9	2584	17250	14394.616325685718	1636.5	2067.0
SM2_54	9	2332	17925	15036.384387514741	1777.5	2058.0
SM2_55	9	669	16775	15652.551073543738	1942.5	2067.0
SM2_56	9	2688	20767	17857.446585523197	2088.5	2052.0
SM2_57	9	3116	8444	5250.140859884923	50.5	1800.0
SM2_58	9	4112	21830	17454.98852890179	186.0	1779.0
SM2_59	9	3659	17788	13579.842852216763	336.0	1776.0
SM2_60	9	3910	16168	12038.244672215968	462.0	1803.0
SM2_61	9	4103	14700	10296.808062706341	607.5	1797.0
SM2_62	9	5931	16796	11053.162425138056	766.5	1797.0
SM2_63	9	1929	20906	18296.673063887527	934.5	1860.0
SM2_64	9	2825	20908	17415.52133191196	1081.5	1857.0
SM2_65	9	1882	17396	14825.24506343338	1234.5	1842.0
SM2_66	9	2375	23426	20744.41539227468	1431.0	1795.5
SM2_67	9	882	18841	17265.0906078054	1584.0	1783.5
SM2_68	9	2782	23883	20716.204966094116	1732.5	1783.5
SM2_69	9	591	23111	21878.57658576246	1921.5	1782.0
SM2_70	9	421	24062	22734.678622996715	2075.0	1773.0
SM2_71	9	3264	9356	5799.425492886426	62.5	1485.0
SM2_72	9	3334	11208	7242.894568695065	192.0	1503.0
SM2_73	9	8013	14862	6918.2918824607395	339.0	1492.5
SM2_74	9	5727	14174	8549.786670517084	486.0	1537.5
SM2_75	9	4420	16040	11513.70675713337	649.5	1500.0
SM2_76	9	2031	13245	10535.1847410379	781.5	1533.0
SM2_77	9	2918	26052	22945.1514510834	963.0	1558.5
SM2_78	9	3667	29407	25157.133750762143	1149.0	1564.5
SM2_79	9	2393	27002	24299.826629294967	1345.5	1525.5
SM2_80	9	1386	11148	9349.237262895283	1492.5	1513.5
SM2_81	9	2045	10540	8166.980969288036	1615.5	1489.5
SM2_82	9	2451	16485	13374.80789623195	1759.5	1486.5
SM2_83	9	3006	20673	17098.733699376222	1911.0	1491.0
SM2_84	9	1059	17953	16146.169115472318	2067.0	1471.5
SM1_85	9	2017	20220	18136.35679447096	64.0	1063.5
SM1_86	9	207	30192	29298.424499495595	226.5	1051.5
SM1_87	9	97	22832	22264.66055965278	415.5	1045.5
SM1_88	9	204	32276	31677.896970391095	601.5	1038.0
SM1_89	9	113	32191	31401.414701382957	799.5	1008.0
SM1_90	9	0	18157	17990.828938037896	967.5	1002.0
SM1_91	9	30	28428	27804.61357964525	1117.5	994.5
SM1_92	9	0	24946	24527.11619022406	1336.5	1057.5
SM1_93	9	0	22521	22330.715365415177	1518.0	1053.0
SM1_94	9	0	25119	24791.3224257151	1656.0	1020.0
SM1_95	9	0	19731	19454.884544299373	1917.0	1014.0
SM1_96	9	5	22524	22104.690119664174	2070.0	1041.0
SM1_97	9	340	22051	21058.914453434332	73.0	714.0
SM1_98	9	226	20927	19814.42701004994	205.5	729.0
SM1_99	9	1189	28127	26466.296631675003	414.0	696.0
SM1_100	9	3828	28961	25256.7934260106	601.5	675.0
SM1_101	9	221	17105	16316.256875243707	771.0	706.5
SM1_102	9	464	19754	18768.529870296727	954.0	678.0
SM1_103	9	11	23077	22842.09914042686	1113.0	690.0
SM1_104	9	600	24570	23557.819432520704	1293.0	687.0
SM1_105	9	80	27512	26872.829932340537	1462.5	729.0
SM1_106	9	0	29157	28793.349429061793	1654.5	705.0
SM1_107	9	793	31264	30151.189877705343	1867.5	684.0
SM1_108	9	0	29260	28723.190735825556	2053.5	682.5
SM1_109	9	132	27577	25904.739968824226	97.5	336.0
SM1_110	9	284	28354	27286.678295467562	289.5	352.5
SM1_111	9	2565	31687	28810.365086057158	523.5	322.5
SM1_112	9	946	29624	28276.993776266405	736.5	304.5
SM1_113	9	19	34557	33804.87192221294	919.5	340.5
SM1_114	9	22	16594	15876.819746746622	1119.0	333.0
SM1_115	9	604	18567	17346.390839822216	1282.5	339.0
SM1_116	9	54	18858	18295.003502602045	1459.5	348.0
SM1_117	9	0	26654	26164.657881514777	1660.5	372.0
SM1_118	9	335	24361	23392.209741281324	1870.5	349.5
SM1_119	9	30	29506	28686.52341490109	2026.5	336.0
SM363	10	3282	9994	5533.086078729228	108.0	3556.5
SM3_2	10	6485	22295	15268.539070566969	262.5	3565.5
SM3_3	10	6276	17226	9986.30906884052	420.0	3577.5
SM3_4	10	7487	16254	8070.79319480767	595.5	3571.5
SM3_5	10	3165	20631	16846.806920530387	766.5	3555.0
SM3_6	10	3266	18129	13651.332063460519	948.0	3553.5
SM3_7	10	5634	22784	16774.0718773637	1137.0	3511.5
SM3_8	10	5128	16309	10267.921664998152	1305.0	3523.5
SM3_9	10	3730	18187	13424.013491653117	1464.0	3529.5
SM3_10	10	7966	16370	8641.340463319513	1626.0	3526.5
SM3_11	10	3842	14410	10215.10883710007	1803.0	3484.5
SM3_12	10	2686	13097	9373.892739699331	1971.0	3459.0
SM3_13	10	3038	3878	931.9443572314967	41.5	3351.0
SM3_14	10	7386	14291	6553.236628917588	172.5	3330.0
SM3_15	10	3373	19222	15150.109575751076	364.5	3307.5
SM3_16	10	5985	22115	15439.205168235543	538.5	3297.0
SM3_17	10	4505	19768	14326.318260300863	700.5	3279.0
SM3_18	10	2118	13625	10722.110648285729	864.0	3282.0
SM3_19	10	1558	8555	6592.666515972606	1018.5	3255.0
SM3_20	10	6091	12682	6260.3362585881	1174.5	3246.0
SM3_21	10	4606	14510	9035.466880930346	1366.5	3246.0
SM3_22	10	3831	26288	22137.48996304103	1528.5	3223.5
SM3_23	10	7017	16138	9052.055134631697	1714.5	3183.0
SM3_24	10	8042	21427	13225.01957528813	1918.5	3178.5
SM3_25	10	4065	10922	6821.363197423949	46.0	3055.5
SM3_26	10	4402	14170	8653.158871185806	154.5	3034.5
SM3_27	10	7345	18242	10360.112230224182	307.5	3025.5
SM3_28	10	5553	23267	17399.29219031799	462.0	3010.5
SM3_29	10	4273	12513	7538.684378441732	604.5	3016.5
SM3_30	10	3773	18510	14285.194509448396	780.0	3019.5
SM3_31	10	910	18943	17422.661956197007	960.0	2956.5
SM3_32	10	1931	16668	14341.082886321847	1128.0	2977.5
SM3_33	10	2800	15948	12690.83548399611	1287.0	2938.5
SM3_34	10	1566	15450	13253.50039245267	1446.0	2929.5
SM3_35	10	23	14674	13935.231969735949	1683.0	2935.5
SM3_36	10	1901	23060	20595.96935237018	1864.5	2877.0
SM3_37	10	3144	7361	3670.12890149283	171.0	2770.5
SM3_38	10	582	7207	5934.6688495392245	312.0	2767.5
SM3_39	10	3088	7780	4548.285555735324	465.0	2739.0
SM3_40	10	874	10319	8807.169559233585	591.0	2769.0
SM3_41	10	2205	11507	8874.455340538516	732.0	2721.0
SM3_42	10	1970	12212	9807.323058145768	888.0	2691.0
SM2_43	10	2919	29765	26823.64339468839	70.0	2104.5
SM2_44	10	4299	27543	23294.653124404205	226.5	2071.5
SM2_45	10	8733	23797	15326.991230211797	397.5	2076.0
SM2_46	10	2603	20523	17485.516634177453	562.5	2092.5
SM2_47	10	7065	20712	14347.104658408647	714.0	2094.0
SM2_48	10	3628	16076	12293.031931756062	886.5	2103.0
SM2_49	10	5742	23853	18494.035395729712	1045.5	2140.5
SM2_50	10	1075	21009	19266.02470491372	1198.5	2122.5
SM2_51	10	3577	8658	5229.176963371315	1342.5	2092.5
SM2_52	10	2727	15224	12295.621506267134	1485.0	2083.5
SM2_53	10	3328	16896	13402.998910485336	1636.5	2067.0
SM2_54	10	3418	16531	12894.770983917646	1777.5	2058.0
SM2_55	10	752	16426	15188.729391886258	1942.5	2067.0
SM2_56	10	3411	19890	16317.373312112344	2088.5	2052.0
SM2_57	10	5309	10068	5198.143592885236	50.5	1800.0
SM2_58	10	5106	21096	16100.928772268715	186.0	1779.0
SM2_59	10	5069	16300	10858.20390648702	336.0	1776.0
SM2_60	10	5503	15950	10313.094811184928	462.0	1803.0
SM2_61	10	6093	14101	8349.911505650016	607.5	1797.0
SM2_62	10	6655	16390	10023.215661250584	766.5	1797.0
SM2_63	10	3011	20545	16985.024674594657	934.5	1860.0
SM2_64	10	4614	20889	15898.059307858719	1081.5	1857.0
SM2_65	10	3519	17308	13728.611723071812	1234.5	1842.0
SM2_66	10	3310	22970	19595.70299966167	1431.0	1795.5
SM2_67	10	1685	18598	16422.616985853285	1584.0	1783.5
SM2_68	10	3899	22640	18530.11326046015	1732.5	1783.5
SM2_69	10	1062	22979	21531.93462559521	1921.5	1782.0
SM2_70	10	1070	22487	20988.63840559573	2075.0	1773.0
SM2_71	10	4431	10250	5816.003909667917	62.5	1485.0
SM2_72	10	4513	10555	5971.3576274053685	192.0	1503.0
SM2_73	10	10516	14041	4742.986216589898	339.0	1492.5
SM2_74	10	7812	13583	6731.571056265231	486.0	1537.5
SM2_75	10	6175	15860	10035.00687070959	649.5	1500.0
SM2_76	10	3496	12959	9017.863015566327	781.5	1533.0
SM2_77	10	4558	26205	21751.402114539305	963.0	1558.5
SM2_78	10	5820	29022	23331.201979046757	1149.0	1564.5
SM2_79	10	3440	26738	23102.167224613015	1345.5	1525.5
SM2_80	10	1999	10924	8633.877303818908	1492.5	1513.5
SM2_81	10	2964	10249	7151.4961306366395	1615.5	1489.5
SM2_82	10	3816	15789	11802.777295657204	1759.5	1486.5
SM2_83	10	4504	19478	14992.13869247796	1911.0	1491.0
SM2_84	10	1096	17480	15866.566378121337	2067.0	1471.5
SM1_85	10	2996	22111	19168.79197387189	64.0	1063.5
SM1_86	10	542	29900	28755.117123187036	226.5	1051.5
SM1_87	10	409	22728	21888.741867703284	415.5	1045.5
SM1_88	10	446	32019	31253.209356530355	601.5	1038.0
SM1_89	10	397	31665	30699.019301345932	799.5	1008.0
SM1_90	10	0	18242	18139.22946157899	967.5	1002.0
SM1_91	10	300	28242	27496.92650106463	1117.5	994.5
SM1_92	10	17	24557	24186.39071759895	1336.5	1057.5
SM1_93	10	0	22880	22661.018079461763	1518.0	1053.0
SM1_94	10	0	24550	24358.44491987186	1656.0	1020.0
SM1_95	10	0	19515	19362.725191570134	1917.0	1014.0
SM1_96	10	0	22181	21978.656138614595	2070.0	1041.0
SM1_97	10	1131	22922	21526.16616869983	73.0	714.0
SM1_98	10	724	20891	19362.44816668374	205.5	729.0
SM1_99	10	1931	27946	25840.086917474575	414.0	696.0
SM1_100	10	5318	28678	23788.301028018606	601.5	675.0
SM1_101	10	526	16806	15927.23068025788	771.0	706.5
SM1_102	10	1036	19125	17875.551325138862	954.0	678.0
SM1_103	10	46	22972	22745.993388523348	1113.0	690.0
SM1_104	10	1194	24265	22821.163698587403	1293.0	687.0
SM1_105	10	621	27377	26439.532846717335	1462.5	729.0
SM1_106	10	0	28639	28337.48889296702	1654.5	705.0
SM1_107	10	1269	30946	29433.9630951011	1867.5	684.0
SM1_108	10	0	29421	29007.98056596417	2053.5	682.5
SM1_109	10	961	27733	25674.139625472835	97.5	336.0
SM1_110	10	1017	28130	26518.61251435793	289.5	352.5
SM1_111	10	3609	31327	27724.52071168898	523.5	322.5
SM1_112	10	1700	29528	27782.356057127225	736.5	304.5
SM1_113	10	47	34121	33507.80158024108	919.5	340.5
SM1_114	10	156	16241	15492.33241336401	1119.0	333.0
SM1_115	10	1063	18205	16627.85868760171	1282.5	339.0
SM1_116	10	171	18486	17914.97201623107	1459.5	348.0
SM1_117	10	0	26463	26097.868207498774	1660.5	372.0
SM1_118	10	658	24953	23897.792131844606	1870.5	349.5
SM1_119	10	66	28768	28073.81130916386	2026.5	336.0
SM363	11	3816	9003	4208.150319501579	108.0	3556.5
SM3_2	11	7829	21562	13116.707629981312	262.5	3565.5
SM3_3	11	7550	16398	7864.815575056576	420.0	3577.5
SM3_4	11	10054	15173	5387.157327300623	595.5	3571.5
SM3_5	11	3826	19968	15383.97410005948	766.5	3555.0
SM3_6	11	3311	16502	12131.78823677817	948.0	3553.5
SM3_7	11	5878	21022	14913.410235965404	1137.0	3511.5
SM3_8	11	5787	15329	8631.77370557791	1305.0	3523.5
SM3_9	11	4836	17469	11797.137815493457	1464.0	3529.5
SM3_10	11	9103	15545	6698.694514731742	1626.0	3526.5
SM3_11	11	4784	13646	8843.627734923217	1803.0	3484.5
SM3_12	11	3371	12349	8250.330080001999	1971.0	3459.0
SM3_13	11	2238	2727	525.4990797612897	41.5	3351.0
SM3_14	11	7759	13234	5310.083492934413	172.5	3330.0
SM3_15	11	3859	18574	14188.29103405168	364.5	3307.5
SM3_16	11	8726	21426	12650.09628562563	538.5	3297.0
SM3_17	11	4788	18142	12395.505929733741	700.5	3279.0
SM3_18	11	2119	12959	10029.123718927285	864.0	3282.0
SM3_19	11	1957	7948	5711.60328164235	1018.5	3255.0
SM3_20	11	4918	10290	4632.236356632119	1174.5	3246.0
SM3_21	11	5444	13366	7378.759571477643	1366.5	3246.0
SM3_22	11	4645	25714	20983.856738912946	1528.5	3223.5
SM3_23	11	7074	14014	6989.315819015451	1714.5	3183.0
SM3_24	11	9399	20243	10906.47628910273	1918.5	3178.5
SM3_25	11	4668	10330	5683.712639523726	46.0	3055.5
SM3_26	11	4577	12733	7105.488971567208	154.5	3034.5
SM3_27	11	8663	16995	7933.526728252393	307.5	3025.5
SM3_28	11	6589	21862	14896.707886734224	462.0	3010.5
SM3_29	11	4407	11156	6158.311582433411	604.5	3016.5
SM3_30	11	4247	16990	12304.691054059547	780.0	3019.5
SM3_31	11	1209	18552	16842.162911361185	960.0	2956.5
SM3_32	11	2187	16549	13955.61048384737	1128.0	2977.5
SM3_33	11	3131	14740	11066.96202367308	1287.0	2938.5
SM3_34	11	1461	14161	11984.361419551942	1446.0	2929.5
SM3_35	11	95	14116	13357.285915252074	1683.0	2935.5
SM3_36	11	2084	22053	19552.06076802898	1864.5	2877.0
SM3_37	11	2192	4918	2193.310987165858	171.0	2770.5
SM3_38	11	937	6499	4901.627764495179	312.0	2767.5
SM3_39	11	2951	6150	3161.78574434561	465.0	2739.0
SM3_40	11	1570	10141	7934.3085288414295	591.0	2769.0
SM3_41	11	1979	9793	7257.821958935664	732.0	2721.0
SM3_42	11	2220	10995	8311.372110552293	888.0	2691.0
SM2_43	11	3440	28808	25511.926226001797	70.0	2104.5
SM2_44	11	5418	26202	20858.015204564697	226.5	2071.5
SM2_45	11	10178	21665	11937.279203897639	397.5	2076.0
SM2_46	11	2083	18216	15507.104912230574	562.5	2092.5
SM2_47	11	7349	19066	12129.697500019442	714.0	2094.0
SM2_48	11	3240	13733	10248.334272323496	886.5	2103.0
SM2_49	11	6190	22372	16452.617932781788	1045.5	2140.5
SM2_50	11	842	19492	18011.72123546879	1198.5	2122.5
SM2_51	11	2127	5785	3795.9462060066658	1342.5	2092.5
SM2_52	11	3505	14752	11176.162726584977	1485.0	2083.5
SM2_53	11	2678	14846	11667.173675719236	1636.5	2067.0
SM2_54	11	3190	14428	11039.973785135408	1777.5	2058.0
SM2_55	11	619	15480	14331.972136285369	1942.5	2067.0
SM2_56	11	4570	19398	14936.55809786919	2088.5	2052.0
SM2_57	11	6462	9429	3550.0973691831127	50.5	1800.0
SM2_58	11	4706	19108	14300.122069315084	186.0	1779.0
SM2_59	11	6127	14372	8423.925295743942	336.0	1776.0
SM2_60	11	6549	14469	8002.489222898609	462.0	1803.0
SM2_61	11	4557	10098	5694.905149129416	607.5	1797.0
SM2_62	11	4736	12555	7838.45174678814	766.5	1797.0
SM2_63	11	3471	18943	14846.123841915338	934.5	1860.0
SM2_64	11	5035	19005	13682.626837452772	1081.5	1857.0
SM2_65	11	3605	16076	12357.926531501671	1234.5	1842.0
SM2_66	11	3527	21882	18177.306468945506	1431.0	1795.5
SM2_67	11	2294	17691	15049.587669736355	1584.0	1783.5
SM2_68	11	3881	20876	16667.602236388135	1732.5	1783.5
SM2_69	11	1039	22129	20665.571723876634	1921.5	1782.0
SM2_70	11	1320	21837	20236.007759912314	2075.0	1773.0
SM2_71	11	3658	8402	4466.721377506168	62.5	1485.0
SM2_72	11	4997	9293	4271.88996783441	192.0	1503.0
SM2_73	11	10937	12744	3197.638111558089	339.0	1492.5
SM2_74	11	7207	10870	4514.664335271349	486.0	1537.5
SM2_75	11	6354	13413	7337.890688422016	649.5	1500.0
SM2_76	11	4259	11304	6913.060369182525	781.5	1533.0
SM2_77	11	5426	24014	18756.61916419827	963.0	1558.5
